"","genes","modules"
"4597","MYZAP","blue"
"4598","POLR2M","brown"
"4599","ALDH1A2","blue"
"4600","AQP9","blue"
"4601","LIPC","grey60"
"4602","LOC101928694","blue"
"4603","ADAM10","brown"
"4604","HSP90AB4P","brown"
"4605","FAM63B","brown"
"4606","SLTM","grey60"
"4607","RNF111","brown"
"4608","MYO1E","brown"
"4609","MIR2116","grey60"
"4610","LDHAL6B","brown"
"4611","GCNT3","brown"
"4612","GTF2A2","brown"
"4613","BNIP2","brown"
"4614","ICE2","brown"
"4615","RORA-AS1","brown"
"4616","RORA","brown"
"4617","RORA-AS2","skyblue"
"4618","VPS13C","brown"
"4619","MGC15885","blue"
"4620","TLN2","grey60"
"4621","TPM1","brown"
"4622","LACTB","brown"
"4623","RPS27L","brown"
"4624","RAB8B","blue"
"4625","APH1B","brown"
"4626","USP3","brown"
"4627","USP3-AS1","brown"
"4628","HERC1","grey60"
"4629","DAPK2","grey60"
"4630","LOC101928988","brown"
"4631","SNX1","grey60"
"4632","CSNK1G1","grey60"
"4633","TRIP4","brown"
"4634","ZNF609","grey60"
"4635","RASL12","skyblue"
"4636","UBAP1L","grey60"
"4637","CLPX","brown"
"4638","CILP","grey60"
"4639","DPP8","brown"
"4640","HACD3","brown"
"4641","VWA9","grey60"
"4642","SLC24A1","grey60"
"4643","DENND4A","grey60"
"4644","MIR4511","blue"
"4645","RAB11A","brown"
"4646","MEGF11","pink"
"4647","MIR4311","blue"
"4648","DIS3L","brown"
"4649","TIPIN","brown"
"4650","MAP2K1","grey60"
"4651","SNAPC5","grey60"
"4652","MIR4512","brown"
"4653","SNORD18C","grey60"
"4654","SNORD18B","grey60"
"4655","SNORD16","grey60"
"4656","SNORD18A","brown"
"4657","ZWILCH","brown"
"4658","LCTL","brown"
"4659","LINC01169","blue"
"4660","SMAD3","grey60"
"4661","AAGAB","brown"
"4662","MAP2K5","grey60"
"4663","SKOR1","grey60"
"4664","PIAS1","brown"
"4665","FEM1B","brown"
"4666","ANP32A","grey60"
"4667","ANP32A-IT1","brown"
"4668","MIR548H4","brown"
"4669","NOX5","antiquewhite4"
"4670","SPESP1","brown"
"4671","GLCE","brown"
"4672","LINC00593","skyblue"
"4673","MIR629","blue"
"4674","SALRNA3","orangered3"
"4675","SALRNA2","cyan"
"4676","UACA","brown"
"4677","THSD4-AS2","pink"
"4678","MYO9A","brown"
"4679","SENP8","brown"
"4680","PARP6","grey60"
"4681","CELF6","grey60"
"4682","HEXA-AS1","brown"
"4683","TMEM202","blue"
"4684","ARIH1","grey60"
"4685","MIR630","brown"
"4686","GOLGA6B","grey60"
"4687","NEO1","grey60"
"4688","REC114","brown"
"4689","NPTN","brown"
"4690","NPTN-IT1","brown"
"4691","C15orf59-AS1","steelblue"
"4692","TBC1D21","blue"
"4693","GOLGA6A","grey60"
"4694","LOC283731","cyan"
"4695","CYP1A2","plum"
"4696","MIR4513","grey60"
"4697","LMAN1L","thistle2"
"4698","CPLX3","skyblue"
"4699","FAM219B","brown"
"4700","PPCDC","blue"
"4701","GOLGA6C","grey60"
"4702","MIR631","grey60"
"4703","MAN2C1","grey60"
"4704","SIN3A","grey60"
"4705","CSPG4","grey60"
"4706","UBE2Q2","brown"
"4707","FBXO22","brown"
"4708","FBXO22-AS1","brown"
"4709","NRG4","brown"
"4710","C15orf27","grey60"
"4711","LOC101929439","grey60"
"4712","ETFA","brown"
"4713","ISL2","blue"
"4714","SCAPER","brown"
"4715","RCN2","brown"
"4716","TSPAN3","brown"
"4717","PEAK1","grey60"
"4718","LINC00597","brown"
"4719","HMG20A","brown"
"4720","LOC91450","grey60"
"4721","TBC1D2B","grey60"
"4722","SH2D7","pink"
"4723","IDH3A","brown"
"4724","IREB2","grey60"
"4725","HYKK","grey60"
"4726","PSMA4","brown"
"4727","LOC646938","grey60"
"4728","MORF4L1","brown"
"4729","ANKRD34C","blue"
"4730","KIAA1024","grey60"
"4731","MTHFS","brown"
"4732","ST20-MTHFS","brown"
"4733","BCL2A1","blue"
"4734","ZFAND6","brown"
"4735","LINC01314","grey60"
"4736","LINC00927","blue"
"4737","ARNT2","cyan"
"4738","MIR549A","orangered3"
"4739","MESDC2","brown"
"4740","EFTUD1","brown"
"4741","GOLGA6L10","grey60"
"4742","UBE2Q2P2","grey60"
"4743","GOLGA6L9","grey60"
"4744","GOLGA6L17P","grey60"
"4745","LOC338963","grey60"
"4746","ACTG1P17","brown"
"4747","SNHG21","brown"
"4748","FSD2","brown"
"4749","SCARNA15","brown"
"4750","WHAMM","grey60"
"4751","HOMER2","grey60"
"4752","FAM103A1","brown"
"4753","BTBD1","brown"
"4754","MIR4515","brown"
"4755","TM6SF1","blue"
"4756","HDGFRP3","brown"
"4757","SH3GL3","brown"
"4758","ADAMTSL3","brown"
"4759","LOC440300","grey60"
"4760","GOLGA6L4","grey60"
"4761","GOLGA6L5P","grey60"
"4762","UBE2Q2P1","brown"
"4763","LINC00933","grey60"
"4764","SCAND2P","grey60"
"4765","ALPK3","grey60"
"4766","PDE8A","brown"
"4767","GOLGA6L3","grey60"
"4768","MIR7706","brown"
"4769","AKAP13","brown"
"4770","MIR1276","brown"
"4771","AGBL1-AS1","brown"
"4772","LINC01586","plum"
"4773","ACAN","cyan"
"4774","ABHD2","grey60"
"4775","FANCI","brown"
"4776","POLG","grey60"
"4777","MIR6766","grey60"
"4778","RHCG","blue"
"4779","LINC00928","blue"
"4780","TICRR","grey60"
"4781","PLIN1","grey60"
"4782","PEX11A","brown"
"4783","MIR5094","pink"
"4784","ARPIN","grey60"
"4785","ZNF774","brown"
"4786","IQGAP1","brown"
"4787","LINC01585","brown"
"4788","BLM","brown"
"4789","MAN2A2","brown"
"4790","PRC1","brown"
"4791","PRC1-AS1","grey60"
"4792","VPS33B","grey60"
"4793","SV2B","skyblue"
"4794","SLCO3A1","brown"
"4795","LOC104613533","blue"
"4796","C15orf32","blue"
"4797","LINC00930","grey60"
"4798","ASB9P1","brown"
"4799","LINC01578","brown"
"4800","CHD2","grey60"
"4801","MIR3175","pink"
"4802","LOC101927153","blue"
"4803","LINC01580","blue"
"4804","MCTP2","brown"
"4805","LINC01197","skyblue"
"4806","LINC00924","antiquewhite4"
"4807","NR2F2-AS1","brown"
"4808","NR2F2","grey60"
"4809","MIR1469","grey60"
"4810","SPATA8","blue"
"4811","LOC101927286","blue"
"4812","LOC101927310","cyan"
"4813","LINC00923","brown"
"4814","ARRDC4","brown"
"4815","FAM169B","steelblue"
"4816","IRAIN","grey60"
"4817","IGF1R","grey60"
"4818","PGPEP1L","grey60"
"4819","LUNAR1","blue"
"4820","SYNM","grey60"
"4821","TTC23","grey60"
"4822","HSP90B2P","brown"
"4823","MEF2A","grey60"
"4824","ADAMTS17","grey60"
"4825","CERS3-AS1","pink"
"4826","CERS3","cyan"
"4827","PRKXP1","grey60"
"4828","LINS","brown"
"4829","ASB7","brown"
"4830","ALDH1A3","brown"
"4831","LRRK1","grey60"
"4832","SNRPA1","brown"
"4833","TM2D3","brown"
"4834","TARSL2","brown"
"4835","OR4F6","blue"
"4836","OR4F15","blue"
"4837","OR4F13P","blue"
"4838","FAM138E","blue"
"4839","DDX11L9","pink"
"4840","HBM","plum"
"4841","LUC7L","grey60"
"4842","MIR662","grey60"
"4843","LMF1-AS1","brown"
"4844","UNKL","grey60"
"4845","CRAMP1L","grey60"
"4846","MAPK8IP3","grey60"
"4847","MIR3177","grey60"
"4848","EME2","grey60"
"4849","FAHD1","brown"
"4850","MEIOB","brown"
"4851","LINC00254","blue"
"4852","RPL3L","antiquewhite4"
"4853","SNORA64","grey60"
"4854","RNF151","brown"
"4855","NPW","antiquewhite4"
"4856","NTHL1","pink"
"4857","MIR1225","orangered3"
"4858","MIR6511B1","grey60"
"4859","SNORD60","grey60"
"4860","DNASE1L2","blue"
"4861","MIR4717","blue"
"4862","ABCA17P","grey60"
"4863","NTN3","grey60"
"4864","PDPK1","grey60"
"4865","LOC652276","brown"
"4866","FLJ42627","grey60"
"4867","ERVK13-1","grey60"
"4868","PRSS27","blue"
"4869","SRRM2","grey60"
"4870","PRSS30P","brown"
"4871","PRSS22","thistle2"
"4872","CLDN6","cyan"
"4873","LOC100128770","grey60"
"4874","OR1F1","blue"
"4875","OR1F2P","blue"
"4876","ZNF200","blue"
"4877","LINC00921","blue"
"4878","TIGD7","brown"
"4879","ZNF75A","brown"
"4880","MTRNR2L4","grey60"
"4881","ZSCAN32","brown"
"4882","ZNF174","grey60"
"4883","ZNF597","brown"
"4884","NLRC3","pink"
"4885","SLX4","grey60"
"4886","DNASE1","brown"
"4887","CREBBP","grey60"
"4888","LOC102724927","grey60"
"4889","SRL","antiquewhite4"
"4890","MIR6769A","grey60"
"4891","SEPT12","pink"
"4892","GLYR1","grey60"
"4893","UBN1","grey60"
"4894","RBFOX1","antiquewhite4"
"4895","TMEM114","blue"
"4896","ABAT","grey60"
"4897","USP7","grey60"
"4898","C16orf72","blue"
"4899","LINC01177","skyblue"
"4900","GRIN2A","brown"
"4901","ATF7IP2","grey60"
"4902","EMP2","grey60"
"4903","CLEC16A","grey60"
"4904","SOCS1","cyan"
"4905","TNP2","skyblue1"
"4906","PRM1","orangered3"
"4907","LOC101927131","blue"
"4908","LITAF","blue"
"4909","TXNDC11","grey60"
"4910","ZC3H7A","brown"
"4911","BCAR4","cyan"
"4912","RSL1D1","brown"
"4913","GSPT1","brown"
"4914","TNFRSF17","pink"
"4915","CPPED1","blue"
"4916","MIR4718","blue"
"4917","ERCC4","grey60"
"4918","LOC101927311","brown"
"4919","LOC101927348","grey60"
"4920","MKL2","grey60"
"4921","PARN","brown"
"4922","NPIPA2","grey60"
"4923","NPIPA3","grey60"
"4924","NOMO1","grey60"
"4925","LOC100288162","grey60"
"4926","PDXDC1","brown"
"4927","NTAN1","brown"
"4928","RRN3","brown"
"4929","LOC100505915","grey60"
"4930","PKD1P6","grey60"
"4931","NPIPA5","grey60"
"4932","MPV17L","grey60"
"4933","KIAA0430","grey60"
"4934","MIR6506","grey60"
"4935","NDE1","brown"
"4936","MIR484","brown"
"4937","MYH11","brown"
"4938","FOPNL","brown"
"4939","ABCC1","grey60"
"4940","PKD1P1","grey60"
"4941","NPIPA7","grey60"
"4942","NPIPA8","grey60"
"4943","XYLT1","thistle2"
"4944","ARL6IP1","brown"
"4945","SMG1","grey60"
"4946","TMC7","brown"
"4947","COQ7","grey60"
"4948","ITPRIPL2","grey60"
"4949","CLEC19A","brown"
"4950","TMC5","brown"
"4951","C16orf62","grey60"
"4952","IQCK","brown"
"4953","GPR139","steelblue"
"4954","UMOD","plum"
"4955","ACSM5","pink"
"4956","ACSM2A","blue"
"4957","ACSM2B","blue"
"4958","THUMPD1","brown"
"4959","ACSM3","brown"
"4960","ERI2","brown"
"4961","LYRM1","brown"
"4962","ANKS4B","pink"
"4963","CRYM-AS1","brown"
"4964","SNX29P1","grey60"
"4965","NPIPB3","grey60"
"4966","LOC100190986","grey60"
"4967","SMG1P3","grey60"
"4968","MIR3680-1","brown"
"4969","MIR3680-2","brown"
"4970","SLC7A5P2","pink"
"4971","METTL9","brown"
"4972","IGSF6","blue"
"4973","RRN3P1","grey60"
"4974","NPIPB4","grey60"
"4975","UQCRC2","brown"
"4976","PDZD9","brown"
"4977","C16orf52","grey60"
"4978","EEF2K","grey60"
"4979","POLR3E","grey60"
"4980","CDR2","brown"
"4981","RRN3P3","brown"
"4982","SMG1P1","grey60"
"4983","NPIPB5","grey60"
"4984","HS3ST2","steelblue"
"4985","USP31","grey60"
"4986","GGA2","grey60"
"4987","UBFD1","grey60"
"4988","PALB2","brown"
"4989","DCTN5","grey60"
"4990","PRKCB","blue"
"4991","CACNG3","blue"
"4992","RBBP6","brown"
"4993","LINC01567","blue"
"4994","TNRC6A","grey60"
"4995","SLC5A11","grey60"
"4996","ARHGAP17","grey60"
"4997","LOC554206","brown"
"4998","LCMT1-AS1","brown"
"4999","LCMT1-AS2","grey60"
"5000","AQP8","grey60"
"5001","ZKSCAN2","grey60"
"5002","HS3ST4","skyblue1"
"5003","C16orf82","mediumpurple2"
"5004","FLJ21408","blue"
"5005","GTF3C1","grey60"
"5006","KIAA0556","grey60"
"5007","NPIPB6","grey60"
"5008","MIR6862-1","grey60"
"5009","MIR6862-2","grey60"
"5010","IL27","cyan"
"5011","NPIPB8","grey60"
"5012","NPIPB9","grey60"
"5013","ATP2A1","grey60"
"5014","NFATC2IP","grey60"
"5015","MIR4517","grey60"
"5016","RRN3P2","grey60"
"5017","NPIPB11","grey60"
"5018","SMG1P2","grey60"
"5019","SLC7A5P1","brown"
"5020","PRRT2","grey60"
"5021","GDPD3","cyan"
"5022","LOC613037","grey60"
"5023","SMG1P5","grey60"
"5024","SEPHS2","grey60"
"5025","ZNF785","grey60"
"5026","FBXL19-AS1","brown"
"5027","STX4","grey60"
"5028","FUS","grey60"
"5029","TRIM72","pink"
"5030","PYDC1","skyblue"
"5031","ITGAD","pink"
"5032","COX6A2","antiquewhite4"
"5033","CLUHP3","pink"
"5034","ZNF720","brown"
"5035","ZNF267","blue"
"5036","HERC2P4","grey60"
"5037","TP53TG3D","pink"
"5038","ENPP7P13","blue"
"5039","ANKRD26P1","plum"
"5040","SHCBP1","brown"
"5041","VPS35","brown"
"5042","ORC6","brown"
"5043","C16orf87","brown"
"5044","DNAJA2","brown"
"5045","NETO2","brown"
"5046","ITFG1-AS1","brown"
"5047","ITFG1","brown"
"5048","PHKB","brown"
"5049","LOC101927132","grey60"
"5050","ABCC12","blue"
"5051","LONP2","brown"
"5052","LOC100507577","brown"
"5053","SIAH1","brown"
"5054","N4BP1","brown"
"5055","CBLN1","antiquewhite4"
"5056","C16orf78","blue"
"5057","CNEP1R1","brown"
"5058","HEATR3","grey60"
"5059","PAPD5","grey60"
"5060","ADCY7","grey60"
"5061","MIR6771","brown"
"5062","BRD7","grey60"
"5063","LOC101927272","blue"
"5064","NOD2","blue"
"5065","CYLD","brown"
"5066","MIR3181","brown"
"5067","LOC101927334","blue"
"5068","SALL1","skyblue1"
"5069","C16orf97","blue"
"5070","LINC00919","blue"
"5071","LOC102467079","blue"
"5072","TOX3","brown"
"5073","CHD9","brown"
"5074","LOC643802","blue"
"5075","LOC102723373","brown"
"5076","RBL2","brown"
"5077","AKTIP","brown"
"5078","FTO","brown"
"5079","LOC100996338","plum2"
"5080","CRNDE","brown"
"5081","IRX6","pink"
"5082","LPCAT2","blue"
"5083","CAPNS2","cyan"
"5084","SLC6A2","blue"
"5085","CES5A","blue"
"5086","LOC283856","blue"
"5087","DKFZP434H168","steelblue"
"5088","NUDT21","brown"
"5089","OGFOD1","brown"
"5090","BBS2","brown"
"5091","MT1A","blue"
"5092","MT1DP","plum2"
"5093","MT1H","pink"
"5094","CETP","brown"
"5095","FAM192A","brown"
"5096","RSPRY1","brown"
"5097","CCL17","antiquewhite4"
"5098","MIR6772","grey60"
"5099","LOC388282","blue"
"5100","CSNK2A2","grey60"
"5101","NDRG4","pink"
"5102","SETD6","grey60"
"5103","CNOT1","grey60"
"5104","SNORA46","brown"
"5105","SNORA76A","brown"
"5106","APOOP5","brown"
"5107","LOC729159","cyan"
"5108","CDH8","brown"
"5109","CDH5","cyan"
"5110","LINC00920","brown"
"5111","BEAN1","blue"
"5112","CKLF","blue"
"5113","CKLF-CMTM1","blue"
"5114","CMTM2","blue"
"5115","CMTM4","grey60"
"5116","DYNC1LI2","grey60"
"5117","NAE1","brown"
"5118","CA7","blue"
"5119","PDP2","grey60"
"5120","CDH16","cyan"
"5121","CES3","grey60"
"5122","CBFB","brown"
"5123","KIAA0895L","grey60"
"5124","MIR328","grey60"
"5125","SLC9A5","grey60"
"5126","KCTD19","skyblue"
"5127","AGRP","brown"
"5128","CTCF","grey60"
"5129","RANBP10","grey60"
"5130","DPEP3","blue"
"5131","DPEP2","blue"
"5132","LOC100131303","blue"
"5133","NFATC3","grey60"
"5134","ESRP2","grey60"
"5135","MIR6773","brown"
"5136","SLC7A6","grey60"
"5137","SLC7A6OS","brown"
"5138","CDH1","grey60"
"5139","TANGO6","grey60"
"5140","SNTB2","brown"
"5141","NIP7","brown"
"5142","TMED6","grey60"
"5143","TERF2","grey60"
"5144","NFAT5","grey60"
"5145","CLEC18A","grey60"
"5146","PDXDC2P","grey60"
"5147","MIR1972-2","pink"
"5148","MIR1972-1","pink"
"5149","PDPR","grey60"
"5150","LOC400541","grey60"
"5151","CLEC18C","grey60"
"5152","SMG1P7","grey60"
"5153","DDX19B","grey60"
"5154","LOC100506083","grey60"
"5155","DDX19A","grey60"
"5156","SNORD111B","coral1"
"5157","CMTR2","brown"
"5158","CALB2","pink"
"5159","ZNF23","brown"
"5160","ZNF19","brown"
"5161","MARVELD3","grey60"
"5162","PHLPP2","grey60"
"5163","AP1G1","grey60"
"5164","SNORD71","blue"
"5165","ATXN1L","grey60"
"5166","PKD1L3","brown"
"5167","HP","skyblue"
"5168","HPR","brown"
"5169","DHX38","grey60"
"5170","PMFBP1","grey60"
"5171","LINC01572","brown"
"5172","ZFHX3","grey60"
"5173","HCCAT5","cyan"
"5174","LINC01568","blue"
"5175","PSMD7","brown"
"5176","LOC283922","grey60"
"5177","NPIPB15","brown"
"5178","CLEC18B","grey60"
"5179","GLG1","grey60"
"5180","RFWD3","grey60"
"5181","MLKL","brown"
"5182","WDR59","grey60"
"5183","ZFP1","brown"
"5184","CTRB2","grey60"
"5185","CFDP1","brown"
"5186","TMEM170A","brown"
"5187","ADAT1","brown"
"5188","KARS","brown"
"5189","TERF2IP","brown"
"5190","CNTNAP4","blue"
"5191","ADAMTS18","blue"
"5192","NUDT7","brown"
"5193","VAT1L","pink"
"5194","CLEC3A","blue"
"5195","MAFTRR","brown"
"5196","LINC01229","brown"
"5197","LINC01227","blue"
"5198","CDYL2","grey60"
"5199","CENPN","grey60"
"5200","ATMIN","brown"
"5201","BCO1","brown"
"5202","GAN","brown"
"5203","MIR4720","grey60"
"5204","MIR7854","blue"
"5205","LOC100129617","grey60"
"5206","PLCG2","blue"
"5207","MPHOSPH6","brown"
"5208","CDH13","cyan"
"5209","LOC101928446","pink"
"5210","LOC101928417","blue"
"5211","HSBP1","brown"
"5212","NECAB2","blue"
"5213","SLC38A8","pink"
"5214","MBTPS1","grey60"
"5215","HSDL1","brown"
"5216","TAF1C","grey60"
"5217","ADAD2","grey60"
"5218","KCNG4","steelblue"
"5219","USP10","brown"
"5220","ZDHHC7","grey60"
"5221","KIAA0513","grey60"
"5222","LOC400548","pink"
"5223","LINC00311","blue"
"5224","GSE1","grey60"
"5225","IRF8","steelblue"
"5226","LINC01081","blue"
"5227","LINC00917","pink"
"5228","FENDRR","blue"
"5229","FOXF1","cyan"
"5230","MTHFSD","grey60"
"5231","FOXL1","thistle2"
"5232","LOC440390","blue"
"5233","MAP1LC3B","brown"
"5234","ZCCHC14","grey60"
"5235","LOC102724467","brown"
"5236","MIR6775","blue"
"5237","LOC101928880","thistle2"
"5238","MIR5189","orangered3"
"5239","LINC00304","grey60"
"5240","ZNF778","grey60"
"5241","ANKRD11","grey60"
"5242","LOC101927817","pink"
"5243","SPG7","grey60"
"5244","MC1R","grey60"
"5245","CENPBD1","brown"
"5246","AFG3L1P","grey60"
"5247","FAM157C","blue"
"5248","DOC2B","thistle2"
"5249","LOC100506371","grey60"
"5250","LOC100506388","grey60"
"5251","VPS53","grey60"
"5252","DBIL5P","grey60"
"5253","TUSC5","blue"
"5254","YWHAE","grey60"
"5255","CRK","brown"
"5256","PRPF8","grey60"
"5257","TLCD2","grey60"
"5258","MIR22HG","brown"
"5259","MIR22","brown"
"5260","SMYD4","grey60"
"5261","RPA1","grey60"
"5262","MIR132","brown"
"5263","MIR212","thistle2"
"5264","LOC101927839","coral1"
"5265","SRR","brown"
"5266","TSR1","brown"
"5267","SNORD91A","orangered3"
"5268","SGSM2","grey60"
"5269","LOC284009","pink"
"5270","METTL16","grey60"
"5271","PAFAH1B1","grey60"
"5272","LOC101927911","grey60"
"5273","OR1D5","skyblue"
"5274","OR1G1","plum"
"5275","OR1A2","blue"
"5276","OR1D4","skyblue"
"5277","OR3A2","blue"
"5278","OR3A4P","blue"
"5279","OR1E1","blue"
"5280","OR1E2","firebrick4"
"5281","SPATA22","blue"
"5282","ASPA","brown"
"5283","TRPV3","blue"
"5284","TRPV1","grey60"
"5285","GSG2","grey60"
"5286","C17orf85","grey60"
"5287","P2RX1","blue"
"5288","ZZEF1","grey60"
"5289","ANKFY1","grey60"
"5290","UBE2G1","brown"
"5291","LOC103021295","brown"
"5292","SPNS3","pink"
"5293","SMTNL2","pink"
"5294","GP1BA","grey60"
"5295","ENO3","grey60"
"5296","MIR6864","grey60"
"5297","INCA1","grey60"
"5298","ZNF594","brown"
"5299","SCIMP","cyan"
"5300","RABEP1","brown"
"5301","NUP88","brown"
"5302","DHX33","grey60"
"5303","MIS12","brown"
"5304","LOC339166","blue"
"5305","AIPL1","brown"
"5306","PITPNM3","grey60"
"5307","MED31","brown"
"5308","MIR4520-1","grey60"
"5309","MIR4520-2","grey60"
"5310","SLC13A5","pink"
"5311","XAF1","cyan"
"5312","FBXO39","grey60"
"5313","ALOX12P2","brown"
"5314","ALOX12-AS1","brown"
"5315","ALOX12","blue"
"5316","BCL6B","cyan"
"5317","MIR324","grey60"
"5318","TMEM95","blue"
"5319","CHRNB1","grey60"
"5320","SNORD10","grey60"
"5321","SNORA67","grey60"
"5322","ATP1B2","blue"
"5323","RPL29P2","pink"
"5324","CHD3","grey60"
"5325","KCNAB3","pink"
"5326","ALOX12B","cyan"
"5327","MIR4314","blue"
"5328","ALOXE3","cyan"
"5329","LINC00324","brown"
"5330","CTC1","grey60"
"5331","ARHGEF15","cyan"
"5332","LOC100128288","grey60"
"5333","KRBA2","brown"
"5334","RNF222","blue"
"5335","NDEL1","blue"
"5336","MYH10","grey60"
"5337","SPDYE4","blue"
"5338","LOC101928266","grey60"
"5339","USP43","grey60"
"5340","DHRS7C","antiquewhite4"
"5341","LOC644070","blue"
"5342","GLP2R","blue"
"5343","RCVRN","thistle2"
"5344","GAS7","grey60"
"5345","MYH13","blue"
"5346","MYH8","blue"
"5347","MYH4","blue"
"5348","MYH2","cyan"
"5349","MYH3","pink"
"5350","SCO1","brown"
"5351","ADPRM","brown"
"5352","TMEM220","brown"
"5353","MAGOH2P","grey60"
"5354","PIRT","pink"
"5355","SHISA6","coral1"
"5356","ZNF18","brown"
"5357","MAP2K4","brown"
"5358","MIR744","brown"
"5359","LINC00670","blue"
"5360","MYOCD","antiquewhite4"
"5361","LOC101928418","coral1"
"5362","LOC100128006","skyblue"
"5363","ARHGAP44","grey60"
"5364","MIR1269B","brown"
"5365","HS3ST3A1","cyan"
"5366","CDRT15P1","grey60"
"5367","COX10-AS1","brown"
"5368","CDRT15","coral1"
"5369","HS3ST3B1","brown"
"5370","MGC12916","grey60"
"5371","PMP22","brown"
"5372","TVP23C-CDRT4","grey60"
"5373","CDRT4","grey60"
"5374","TVP23C","grey60"
"5375","CDRT1","brown"
"5376","ZNF286A","brown"
"5377","TBC1D26","plum2"
"5378","CDRT15P2","skyblue"
"5379","MEIS3P1","grey60"
"5380","LOC101928567","plum2"
"5381","ZSWIM7","brown"
"5382","TTC19","brown"
"5383","NCOR1","brown"
"5384","PIGL","brown"
"5385","CENPV","grey60"
"5386","SNORD49A","grey60"
"5387","SNORD65","grey60"
"5388","ZNF287","brown"
"5389","ZNF624","brown"
"5390","CCDC144A","thistle2"
"5391","USP32P1","thistle2"
"5392","KRT16P2","pink"
"5393","MPRIP","grey60"
"5394","COPS3","brown"
"5395","RAI1-AS1","brown"
"5396","SMCR5","brown"
"5397","GID4","grey60"
"5398","TOP3A","grey60"
"5399","SMCR8","grey60"
